loan_id,customer_name,branch,loan_type,loan_amount,interest_rate,tenure_months,disbursed_date,status,emi_amount,repaid_amount,credit_score,month
LN00229,Maanav Nath,Hyderabad,Personal Loan,175657,9.83,36,2023-03-18,Closed,47760,440880,829,2023-03
LN00230,Victor Raj,Hyderabad,Personal Loan,1333743,16.75,18,2023-03-18,Defaulted,26478,834440,809,2023-03
LN00231,Daniel Dhar,Mumbai,Gold Loan,731669,13.13,36,2023-03-18,Closed,9318,656030,657,2023-03
LN00232,Varsha Nagy,Bhubaneswar,Personal Loan,1169043,17.0,36,2023-03-19,Closed,31694,1268859,568,2023-03
LN00233,Ishwar Barman,Kolkata,Gold Loan,1282310,16.1,6,2023-03-19,NPA,23180,673249,845,2023-03
LN00234,Rajeshri Dhillon,Kolkata,Gold Loan,159751,12.54,18,2023-03-19,Closed,15180,1497404,720,2023-03
LN00235,Hemal Saran,Bhubaneswar,Business Loan,1479626,8.71,18,2023-03-20,Active,36002,699895,744,2023-03
LN00236,Yoshita Dani,Kolkata,Gold Loan,861774,11.05,36,2023-03-20,Defaulted,18372,340686,561,2023-03
LN00237,Yochana Pandit,Bhubaneswar,Personal Loan,511079,13.65,24,2023-03-20,Closed,32796,1365039,744,2023-03
LN00238,Samarth Wadhwa,Mumbai,Personal Loan,418452,14.52,6,2023-03-21,Closed,27427,245144,832,2023-03
LN00239,Balveer Sachdeva,Kolkata,Business Loan,156081,10.95,36,2023-03-21,NPA,36290,1244360,731,2023-03
LN00240,Vedika Gala,Chennai,Gold Loan,1033237,9.82,12,2023-03-21,Active,31099,934137,693,2023-03
LN00241,Dominic Joshi,Chennai,Business Loan,608986,16.43,12,2023-03-22,Defaulted,48486,776505,731,2023-03
LN00242,Lopa Khosla,Bhubaneswar,Gold Loan,160078,17.85,6,2023-03-22,NPA,12821,952164,579,2023-03
LN00243,Jagdish Baria,Kolkata,Personal Loan,72671,13.49,24,2023-03-22,Closed,8832,331119,633,2023-03
LN00244,Wridesh Thaker,Hyderabad,Gold Loan,1454104,10.13,36,2023-03-23,Closed,15820,1211820,715,2023-03
LN00245,Chandran Borah,Bhubaneswar,Personal Loan,101663,11.09,18,2023-03-23,Active,19211,452413,833,2023-03
LN00246,Chaman Dora,Kolkata,Personal Loan,1114284,8.67,6,2023-03-23,Active,42890,1149734,830,2023-03
LN00247,Vincent Sama,Bhubaneswar,Gold Loan,361955,17.19,24,2023-03-24,Closed,8842,976351,645,2023-03
LN00248,Gayathri Dhaliwal,Hyderabad,Gold Loan,1232459,9.62,18,2023-03-24,Active,4316,863731,815,2023-03
LN00249,Rayaan Bakshi,Mumbai,Personal Loan,1416970,13.98,12,2023-03-24,Active,48968,806608,847,2023-03
LN00250,Mitesh Pillai,Bhubaneswar,Business Loan,162547,11.1,12,2023-03-25,Defaulted,20508,1112548,845,2023-03
LN00251,Aachal Dey,Mumbai,Personal Loan,960681,13.76,18,2023-03-25,Closed,25005,906450,774,2023-03
LN00252,Ati Swaminathan,Hyderabad,Gold Loan,192483,14.69,6,2023-03-25,Closed,18206,1482795,591,2023-03
LN00253,Widisha Ahuja,Kolkata,Gold Loan,708271,16.38,12,2023-03-26,Active,21971,282140,795,2023-03
LN00254,Samuel Sankaran,Hyderabad,Gold Loan,264835,10.46,36,2023-03-26,Active,28599,648456,757,2023-03
LN00255,Rushil Agate,Hyderabad,Gold Loan,451896,8.6,18,2023-03-26,Active,25056,1215358,786,2023-03
LN00256,Samesh Goel,Chennai,Personal Loan,134896,9.8,18,2023-03-27,Closed,4378,1171675,571,2023-03
LN00257,Baghyawati Barman,Bhubaneswar,Business Loan,527095,17.05,12,2023-03-27,Closed,4519,558981,734,2023-03
LN00258,Avni Patla,Mumbai,Personal Loan,121295,16.8,6,2023-03-27,Closed,25161,108944,791,2023-03
LN00259,Avi Yadav,Chennai,Personal Loan,793974,14.18,36,2023-03-28,Active,43703,247572,832,2023-03
LN00260,Ikshita Ganguly,Hyderabad,Business Loan,937121,14.2,6,2023-03-28,Closed,41861,1392191,590,2023-03
LN00261,Niharika Anand,Hyderabad,Gold Loan,1371831,14.82,24,2023-03-28,Active,8355,197097,711,2023-03
LN00262,Lekha Majumdar,Hyderabad,Personal Loan,1398224,10.17,24,2023-03-29,Defaulted,12083,830948,709,2023-03
LN00263,Tanvi Garg,Hyderabad,Personal Loan,1106731,17.19,12,2023-03-29,Active,41342,612084,638,2023-03
LN00264,Fariq Nair,Bhubaneswar,Business Loan,875816,12.48,12,2023-03-29,Active,23456,288213,561,2023-03
LN00265,Vihaan Dhar,Chennai,Gold Loan,424705,12.14,12,2023-03-30,Closed,16324,973737,622,2023-03
LN00266,Karan Dalal,Bhubaneswar,Gold Loan,604594,13.43,24,2023-03-30,Active,5257,1133387,625,2023-03
LN00267,Qasim Pandey,Kolkata,Personal Loan,197718,8.95,6,2023-03-30,Active,30364,1238697,750,2023-03
LN00268,Oscar Sachdev,Mumbai,Gold Loan,1407563,10.08,6,2023-03-31,Active,27972,380172,559,2023-03
LN00269,Jonathan Salvi,Bhubaneswar,Business Loan,695263,15.51,12,2023-03-31,Closed,49179,454151,775,2023-03
LN00270,Manan Shanker,Bhubaneswar,Personal Loan,1457321,9.29,36,2023-03-31,Active,29654,541287,725,2023-03
LN00271,Karan Cherian,Kolkata,Business Loan,1058239,14.23,6,2023-04-01,Active,18233,1349432,825,2023-04
LN00272,Gunbir Dara,Bhubaneswar,Personal Loan,157512,10.83,24,2023-04-01,Active,18887,1244199,588,2023-04
LN00273,Kashvi Rajagopalan,Kolkata,Gold Loan,197443,12.2,18,2023-04-01,Active,32320,695532,609,2023-04
LN00274,Kashvi Saini,Kolkata,Personal Loan,423616,11.24,18,2023-04-02,Active,23808,295866,615,2023-04
LN00275,Gaurang Dyal,Hyderabad,Business Loan,707409,11.88,18,2023-04-02,Closed,33154,797057,673,2023-04
LN00276,Yochana Grewal,Chennai,Gold Loan,736976,15.33,36,2023-04-02,Active,37773,198237,713,2023-04
LN00277,Bhavika Apte,Hyderabad,Personal Loan,1464447,11.32,12,2023-04-03,Active,30747,531147,708,2023-04
LN00278,Harshil Mukherjee,Kolkata,Business Loan,425037,13.88,24,2023-04-03,Closed,13860,959113,606,2023-04
LN00279,Ishanvi Banerjee,Hyderabad,Personal Loan,1094107,13.02,36,2023-04-03,Closed,45838,960811,627,2023-04
LN00280,Balveer Kothari,Hyderabad,Business Loan,857364,14.8,24,2023-04-04,Active,45156,635274,743,2023-04
LN00281,Urvi Batra,Chennai,Personal Loan,167796,17.4,24,2023-04-04,Active,21156,1332559,834,2023-04
LN00282,Tripti Mannan,Kolkata,Personal Loan,1390575,15.46,12,2023-04-04,Active,23360,1337936,564,2023-04
LN00283,Saumya Shroff,Kolkata,Gold Loan,1291082,10.54,18,2023-04-05,Defaulted,21135,839385,561,2023-04
LN00284,Kala Anne,Hyderabad,Gold Loan,1040198,8.8,12,2023-04-05,Active,28351,49522,650,2023-04
LN00285,Tripti Kata,Kolkata,Business Loan,748376,10.99,36,2023-04-05,Active,33499,230233,705,2023-04
LN00286,Ishwar Yadav,Hyderabad,Gold Loan,319544,14.15,36,2023-04-06,Active,26554,398102,674,2023-04
LN00287,Yasti Sangha,Bhubaneswar,Business Loan,430002,8.99,36,2023-04-06,Closed,22604,1421969,829,2023-04
LN00288,Indira Sood,Kolkata,Business Loan,748002,13.22,12,2023-04-06,NPA,19923,7485,659,2023-04
LN00289,Ishaan Parikh,Kolkata,Personal Loan,640978,14.17,24,2023-04-07,NPA,11547,1473247,695,2023-04
LN00290,Garima Sastry,Mumbai,Personal Loan,957317,11.68,24,2023-04-07,Active,47283,112701,765,2023-04
LN00291,Jalsa Sharaf,Chennai,Gold Loan,438215,15.82,6,2023-04-07,Active,36002,207352,711,2023-04
LN00292,Ekiya Ahuja,Chennai,Business Loan,371184,9.51,36,2023-04-08,Defaulted,17562,184514,677,2023-04
LN00293,Alka Sathe,Bhubaneswar,Business Loan,718234,9.21,24,2023-04-08,Active,10480,445093,699,2023-04
LN00294,Maya Nagy,Kolkata,Business Loan,428480,15.42,6,2023-04-08,NPA,29672,798658,585,2023-04
LN00295,Darpan Mand,Chennai,Personal Loan,82711,13.21,24,2023-04-09,Defaulted,7213,617693,722,2023-04
LN00296,Leena Misra,Chennai,Personal Loan,841971,15.04,36,2023-04-09,Active,13293,1258624,571,2023-04
LN00297,Hamsini Shroff,Hyderabad,Business Loan,551157,12.63,18,2023-04-09,Active,37441,1005535,755,2023-04
LN00298,Faqid Doctor,Kolkata,Personal Loan,234423,10.84,36,2023-04-10,Active,5100,37019,676,2023-04
LN00299,Ikshita Chand,Kolkata,Personal Loan,566349,16.28,12,2023-04-10,Defaulted,47617,962452,766,2023-04
LN00300,Bhavani Andra,Chennai,Gold Loan,962495,16.09,24,2023-04-10,Defaulted,31172,1310073,645,2023-04
LN00301,Damini Parmer,Hyderabad,Gold Loan,874792,15.1,24,2023-04-11,Active,23132,589421,713,2023-04
LN00302,Ekapad Dua,Hyderabad,Business Loan,183272,11.09,12,2023-04-11,Active,21199,379747,697,2023-04
LN00303,Unni Kothari,Kolkata,Business Loan,817836,14.11,12,2023-04-11,Closed,39609,158598,567,2023-04
LN00304,Pushti Pant,Chennai,Gold Loan,1036001,11.93,18,2023-04-12,Defaulted,45965,652873,843,2023-04
LN00305,Ekiya Agate,Kolkata,Personal Loan,752335,9.37,24,2023-04-12,Active,11016,1493990,744,2023-04
LN00306,Zayan Kalita,Kolkata,Business Loan,857789,17.21,24,2023-04-12,Active,42779,829827,700,2023-04
LN00307,Kalpit Mistry,Chennai,Personal Loan,1176081,9.8,18,2023-04-13,Active,40261,417247,672,2023-04
LN00308,Pranit Chanda,Kolkata,Gold Loan,52869,17.53,6,2023-04-13,Active,34881,468758,736,2023-04
LN00309,Vedika Nagar,Mumbai,Business Loan,831474,12.74,18,2023-04-13,Closed,20058,955205,698,2023-04
LN00310,Mekhala Mukherjee,Hyderabad,Personal Loan,504351,10.26,36,2023-04-14,Closed,27472,374743,653,2023-04
LN00311,Yash Sanghvi,Bhubaneswar,Gold Loan,1410828,13.65,24,2023-04-14,Closed,44346,25939,792,2023-04
LN00312,Ria Chauhan,Chennai,Personal Loan,686584,16.79,12,2023-04-14,Active,37926,966649,780,2023-04
LN00313,Netra Balay,Chennai,Business Loan,668467,15.46,36,2023-04-15,Closed,37832,937828,755,2023-04
LN00314,Karan Sen,Kolkata,Gold Loan,1188848,16.16,24,2023-04-15,Active,39021,1202515,747,2023-04
LN00315,Harish Sankaran,Chennai,Business Loan,88467,14.76,18,2023-04-15,Closed,27087,786635,636,2023-04
LN00316,Onkar Kara,Chennai,Gold Loan,1086685,15.08,36,2023-04-16,Closed,15828,934048,691,2023-04
LN00317,Zaitra Bassi,Kolkata,Personal Loan,927844,16.57,24,2023-04-16,Active,34128,933403,748,2023-04
LN00318,Udarsh Rajagopal,Kolkata,Business Loan,530047,10.87,6,2023-04-16,Active,4401,528036,595,2023-04
LN00319,Saumya Bhat,Mumbai,Business Loan,1157447,13.15,6,2023-04-17,Active,22643,1284670,837,2023-04
LN00320,Divya Sarma,Mumbai,Personal Loan,989903,10.6,12,2023-04-17,Closed,18193,1427989,564,2023-04
LN00321,Chatura Hari,Mumbai,Business Loan,178391,17.88,24,2023-04-17,Active,29853,867196,593,2023-04
LN00322,Jasmit Mani,Hyderabad,Personal Loan,489430,17.47,6,2023-04-18,Active,47864,1200532,718,2023-04
LN00323,Bhavika Peri,Kolkata,Gold Loan,1067026,8.87,18,2023-04-18,Defaulted,23307,1204831,593,2023-04
LN00324,Ethan Mani,Kolkata,Personal Loan,306687,15.2,24,2023-04-18,Active,39982,999074,647,2023-04
LN00325,Chatura Karnik,Mumbai,Gold Loan,157450,17.29,18,2023-04-19,Defaulted,22611,464462,810,2023-04
LN00326,Atharv Dar,Chennai,Business Loan,221890,10.22,18,2023-04-19,Closed,46791,894468,658,2023-04
LN00327,Krishna Bail,Hyderabad,Personal Loan,488741,13.9,6,2023-04-19,Active,14950,674619,832,2023-04
LN00328,Yuvraj Ganesan,Kolkata,Business Loan,331974,17.2,24,2023-04-20,Closed,13704,902957,653,2023-04
LN00329,Laban Nigam,Bhubaneswar,Business Loan,1498685,8.82,36,2023-04-20,Active,46111,1475249,805,2023-04
LN00330,Zashil Sathe,Mumbai,Business Loan,166381,15.13,6,2023-04-20,NPA,14867,347823,755,2023-04
LN00331,Unnati Sant,Chennai,Business Loan,184508,11.32,6,2023-04-21,Active,5745,1174405,592,2023-04
LN00332,Gunbir Wadhwa,Chennai,Business Loan,1497687,17.28,24,2023-04-21,Active,6866,1176792,794,2023-04
LN00333,Vansha Sankaran,Mumbai,Gold Loan,1249386,17.73,24,2023-04-21,Closed,35245,175607,836,2023-04
LN00334,Netra Agate,Mumbai,Business Loan,1391466,17.47,18,2023-04-22,Closed,47724,409319,822,2023-04
LN00335,Ekantika Mangal,Bhubaneswar,Gold Loan,890477,13.01,24,2023-04-22,Active,8818,352156,632,2023-04
LN00336,Amara Aggarwal,Chennai,Gold Loan,410032,16.69,18,2023-04-22,Closed,33116,274535,659,2023-04
LN00337,Bakhshi Kala,Mumbai,Gold Loan,1096811,16.52,6,2023-04-23,Active,18493,1151052,739,2023-04
LN00338,Ekavir Ratti,Mumbai,Business Loan,1468175,11.53,12,2023-04-23,Active,31038,946405,837,2023-04
LN00339,Ikshita Anand,Hyderabad,Gold Loan,929611,16.37,36,2023-04-23,NPA,23447,382865,800,2023-04
LN00340,Chaitanya Bala,Chennai,Business Loan,1270412,8.85,6,2023-04-24,Defaulted,33431,621825,761,2023-04
LN00341,Ryan Cheema,Kolkata,Personal Loan,779903,14.16,24,2023-04-24,Closed,20908,917472,840,2023-04
LN00342,Warhi Deol,Chennai,Gold Loan,95714,10.69,36,2023-04-24,Defaulted,32336,181429,682,2023-04
LN00343,Jatin Dhingra,Bhubaneswar,Personal Loan,1024339,9.65,12,2023-04-25,Closed,43992,1266556,750,2023-04
LN00344,Lekha Setty,Bhubaneswar,Gold Loan,680271,9.23,12,2023-04-25,Closed,7025,821935,834,2023-04
LN00345,Yug Deep,Bhubaneswar,Gold Loan,174123,15.11,18,2023-04-25,Closed,23093,1123979,644,2023-04
LN00346,Jeevika Lanka,Mumbai,Gold Loan,986093,11.73,36,2023-04-26,Closed,9155,588574,827,2023-04
LN00347,Kala Sachdeva,Hyderabad,Business Loan,1404204,15.39,18,2023-04-26,Active,49607,336986,768,2023-04
LN00348,Kashvi Goda,Chennai,Gold Loan,1181565,9.12,6,2023-04-26,Defaulted,36487,104927,638,2023-04
LN00349,Abhimanyu Samra,Bhubaneswar,Gold Loan,1396932,11.5,36,2023-04-27,Active,23963,485833,621,2023-04
LN00350,Rajeshri Aggarwal,Kolkata,Gold Loan,879957,13.63,6,2023-04-27,Closed,23936,1492418,796,2023-04
LN00351,Jeremiah Venkataraman,Chennai,Business Loan,228274,16.01,18,2023-04-27,Active,7426,299372,678,2023-04
LN00352,Charles Dani,Hyderabad,Business Loan,737995,11.53,36,2023-04-28,Active,26303,23386,761,2023-04
LN00353,Yutika Sampath,Hyderabad,Business Loan,1423928,14.45,18,2023-04-28,Active,48280,1226402,645,2023-04
LN00354,Jatin Mitra,Bhubaneswar,Personal Loan,461927,16.92,36,2023-04-28,Closed,30606,1339022,624,2023-04
LN00355,Yagnesh Sule,Kolkata,Business Loan,839852,14.35,18,2023-04-29,Active,31151,1371535,603,2023-04
LN00356,Leena Manda,Mumbai,Personal Loan,181373,10.71,12,2023-04-29,Active,16767,252156,603,2023-04
LN00357,Gaurika Desai,Mumbai,Personal Loan,165294,8.73,18,2023-04-29,Active,14308,1002252,767,2023-04
LN00358,Urishilla Krish,Chennai,Business Loan,1085362,16.77,12,2023-04-30,Active,47245,849776,565,2023-04
LN00359,David Lad,Bhubaneswar,Business Loan,698307,8.7,18,2023-04-30,Active,48671,953122,648,2023-04
LN00360,Oliver Chandra,Bhubaneswar,Gold Loan,115726,16.81,36,2023-04-30,NPA,27770,469450,569,2023-04
LN00361,Amaira Khatri,Bhubaneswar,Personal Loan,191564,13.52,36,2023-05-01,Active,31572,323258,595,2023-05
LN00362,Samesh Ramanathan,Hyderabad,Gold Loan,1476388,17.42,36,2023-05-01,Active,44448,248724,742,2023-05
LN00363,Matthew Kala,Mumbai,Business Loan,318246,16.09,24,2023-05-01,Closed,5204,201202,607,2023-05
LN00364,Gavin Sankar,Mumbai,Business Loan,168015,17.98,6,2023-05-02,Active,30233,1074101,660,2023-05
LN00365,Manbir Sarraf,Mumbai,Gold Loan,304079,11.83,36,2023-05-02,Closed,24729,1128394,678,2023-05
LN00366,Ekantika Dua,Kolkata,Personal Loan,600929,15.79,12,2023-05-02,Active,34131,114589,743,2023-05
LN00367,Finn Lalla,Kolkata,Gold Loan,739944,12.32,36,2023-05-03,Active,36870,1193982,557,2023-05
LN00368,Dev Borra,Bhubaneswar,Business Loan,738105,13.06,24,2023-05-03,Active,41011,619003,578,2023-05
LN00369,Vedant Kunda,Chennai,Gold Loan,563758,14.46,12,2023-05-03,Active,42382,193839,661,2023-05
LN00370,Samar Ratta,Kolkata,Personal Loan,1033609,16.8,24,2023-05-04,Closed,44475,793076,710,2023-05
LN00371,Jason Natt,Bhubaneswar,Gold Loan,1464466,17.85,12,2023-05-04,Defaulted,49681,363298,680,2023-05
LN00372,Falan Lal,Kolkata,Gold Loan,1067703,15.8,18,2023-05-04,Active,24607,506453,737,2023-05
LN00373,Kavya Bumb,Hyderabad,Gold Loan,495101,12.47,6,2023-05-05,Defaulted,27968,950437,712,2023-05
LN00374,Daksha Balasubramanian,Mumbai,Personal Loan,86631,12.5,6,2023-05-05,Active,36398,257438,746,2023-05
LN00375,Kiaan Jaggi,Hyderabad,Personal Loan,1171567,15.51,24,2023-05-05,NPA,14908,829901,753,2023-05
LN00376,Zaid Chakrabarti,Kolkata,Gold Loan,1102590,10.77,6,2023-05-06,NPA,29423,426903,761,2023-05
LN00377,Patrick Magar,Chennai,Gold Loan,1371813,9.55,24,2023-05-06,Active,46615,893041,658,2023-05
LN00378,Udarsh More,Chennai,Personal Loan,1116646,11.87,24,2023-05-06,Active,12171,445872,825,2023-05
LN00379,Nicholas Chaudhary,Hyderabad,Gold Loan,1155534,11.23,24,2023-05-07,Closed,15721,410591,622,2023-05
LN00380,Balveer Subramaniam,Kolkata,Gold Loan,1180650,11.31,6,2023-05-07,Defaulted,19616,1375926,716,2023-05
LN00381,Girindra Chandra,Mumbai,Gold Loan,1274665,10.72,24,2023-05-07,Active,45512,882894,809,2023-05
LN00382,Maanav Arya,Kolkata,Business Loan,247392,8.9,6,2023-05-08,Active,41458,439503,792,2023-05
LN00383,Dhriti Garde,Bhubaneswar,Business Loan,208823,8.67,24,2023-05-08,Active,49169,1135300,824,2023-05
LN00384,Ucchal Mani,Kolkata,Business Loan,1073904,17.88,36,2023-05-08,Closed,10659,753492,651,2023-05
LN00385,Isaac Babu,Kolkata,Personal Loan,1491578,12.56,24,2023-05-09,Active,46369,96393,722,2023-05
LN00386,Faraj Bedi,Kolkata,Gold Loan,548863,12.15,12,2023-05-09,NPA,14704,595484,720,2023-05
LN00387,Vansha Gade,Bhubaneswar,Business Loan,417654,14.96,24,2023-05-09,NPA,35793,401426,690,2023-05
LN00388,Sarthak Lanka,Mumbai,Gold Loan,629036,10.57,18,2023-05-10,Active,49473,1478081,737,2023-05
LN00389,Adweta Sahota,Bhubaneswar,Business Loan,580089,17.52,24,2023-05-10,Active,34226,1081916,635,2023-05
LN00390,Vritti Virk,Kolkata,Business Loan,1248838,15.97,12,2023-05-10,Active,26852,301994,601,2023-05
LN00391,Alka Chana,Chennai,Gold Loan,285362,9.35,12,2023-05-11,Active,35082,974488,660,2023-05
LN00392,Veer Rajan,Mumbai,Personal Loan,847079,12.47,6,2023-05-11,Active,25794,637999,592,2023-05
LN00393,Qushi Narang,Hyderabad,Business Loan,714076,16.85,36,2023-05-11,Defaulted,44420,739538,760,2023-05
LN00394,Laksh Dada,Chennai,Personal Loan,269963,17.47,24,2023-05-12,Active,16379,1059670,749,2023-05
LN00395,Sanya Kamdar,Kolkata,Gold Loan,530761,12.94,6,2023-05-12,Closed,10006,950922,847,2023-05
LN00396,Abha Ramesh,Mumbai,Gold Loan,1347286,14.33,36,2023-05-12,Closed,11682,465590,789,2023-05
LN00397,Chakrika Kala,Kolkata,Personal Loan,270984,10.09,24,2023-05-13,Closed,36840,1433284,664,2023-05
LN00398,Indrajit Sibal,Bhubaneswar,Gold Loan,314512,17.92,18,2023-05-13,Active,35430,1117374,575,2023-05
LN00399,Mitesh Sridhar,Chennai,Business Loan,651863,10.7,24,2023-05-13,Active,26091,902458,848,2023-05
LN00400,Bakhshi Bhagat,Kolkata,Personal Loan,1367375,17.46,12,2023-05-14,Active,35983,201604,626,2023-05
LN00401,Daniel Dixit,Bhubaneswar,Gold Loan,1336125,14.67,12,2023-05-14,NPA,26989,110130,686,2023-05
LN00402,Chanchal Bal,Hyderabad,Business Loan,498982,14.27,18,2023-05-14,Active,12915,808596,569,2023-05
LN00403,Januja Handa,Kolkata,Personal Loan,1222622,13.37,6,2023-05-15,Active,45552,690955,760,2023-05
LN00404,Rachana Narula,Kolkata,Business Loan,456619,10.69,36,2023-05-15,Defaulted,21990,30257,789,2023-05
LN00405,Ekiya Bumb,Bhubaneswar,Gold Loan,1130673,10.18,24,2023-05-15,Defaulted,27734,407427,588,2023-05
LN00406,Anya Bhasin,Kolkata,Business Loan,1046161,10.59,12,2023-05-16,NPA,17824,882421,817,2023-05
LN00407,Chaitanya Shanker,Hyderabad,Business Loan,716326,10.27,6,2023-05-16,Active,39081,922736,756,2023-05
LN00408,Bachittar Thaman,Hyderabad,Business Loan,699150,15.91,18,2023-05-16,Active,14033,985257,816,2023-05
LN00409,Anika Mital,Mumbai,Gold Loan,1328805,11.83,12,2023-05-17,Active,45736,1101267,703,2023-05
LN00410,Jagvi Kohli,Chennai,Gold Loan,168834,9.05,18,2023-05-17,Closed,19241,418829,591,2023-05
LN00411,Yoshita Narang,Chennai,Gold Loan,1192424,17.71,24,2023-05-17,NPA,8939,538314,560,2023-05
LN00412,Vanya Saraf,Bhubaneswar,Personal Loan,1151497,16.9,36,2023-05-18,Active,38063,749450,843,2023-05
LN00413,Varenya Narain,Mumbai,Gold Loan,755086,17.31,12,2023-05-18,Defaulted,37464,1341628,647,2023-05
LN00414,Faqid Bal,Mumbai,Business Loan,334821,17.95,12,2023-05-18,Active,14185,543898,824,2023-05
LN00415,Harrison Chandra,Mumbai,Business Loan,105609,10.15,24,2023-05-19,Defaulted,30045,1226294,779,2023-05
LN00416,Yadavi Kaur,Chennai,Personal Loan,277897,12.26,6,2023-05-19,Closed,47769,325329,769,2023-05
LN00417,Reva Edwin,Kolkata,Business Loan,1024165,15.7,36,2023-05-19,Active,22167,858999,614,2023-05
LN00418,Nandini Bawa,Mumbai,Business Loan,1129600,15.11,12,2023-05-20,Active,39412,1227222,781,2023-05
LN00419,Divya Sachdev,Bhubaneswar,Personal Loan,1075715,9.96,36,2023-05-20,Active,24625,1041482,601,2023-05
LN00420,Priya Radhakrishnan,Bhubaneswar,Business Loan,1168889,16.25,12,2023-05-20,Defaulted,42188,1270699,812,2023-05
LN00421,Manthan Mutti,Bhubaneswar,Business Loan,1488533,10.63,36,2023-05-21,Active,30076,822614,816,2023-05
LN00422,Onkar Radhakrishnan,Mumbai,Gold Loan,234078,10.63,18,2023-05-21,Active,47605,918074,703,2023-05
LN00423,Tarak Kalita,Bhubaneswar,Gold Loan,1456005,13.6,12,2023-05-21,NPA,22029,543576,689,2023-05
LN00424,Vihaan Dasgupta,Chennai,Personal Loan,511243,14.13,36,2023-05-22,Defaulted,25973,865256,600,2023-05
LN00425,Eiravati Krishnan,Bhubaneswar,Business Loan,1212208,14.01,6,2023-05-22,Closed,42121,917,666,2023-05
LN00426,Chaitaly Hans,Kolkata,Business Loan,1047639,9.37,18,2023-05-22,Defaulted,34433,1012544,595,2023-05
LN00427,Bimala Saraf,Mumbai,Personal Loan,301451,16.84,18,2023-05-23,Active,46309,851007,637,2023-05
LN00428,Xavier Majumdar,Bhubaneswar,Business Loan,53051,11.02,6,2023-05-23,Closed,4932,858950,757,2023-05
LN00429,Warinder Rajagopalan,Chennai,Gold Loan,1475412,9.73,36,2023-05-23,Active,47254,777475,818,2023-05
LN00430,Maya Comar,Bhubaneswar,Personal Loan,1054646,16.94,24,2023-05-24,Closed,4757,1087680,638,2023-05
LN00431,Aarini Zachariah,Mumbai,Business Loan,1021525,17.58,6,2023-05-24,Active,33722,673422,667,2023-05
LN00432,Hemani Choudhry,Hyderabad,Business Loan,239407,16.69,36,2023-05-24,Closed,40853,279143,603,2023-05
LN00433,Adweta Kurian,Hyderabad,Personal Loan,499395,16.19,6,2023-05-25,Active,41405,262091,665,2023-05
LN00434,Banjeet Date,Bhubaneswar,Personal Loan,999597,14.72,6,2023-05-25,Active,4116,403157,667,2023-05
LN00435,Imaran Goda,Chennai,Personal Loan,512894,13.73,12,2023-05-25,Closed,46527,585457,809,2023-05
LN00436,Nathan Krishnamurthy,Bhubaneswar,Gold Loan,1310386,9.33,36,2023-05-26,Active,14691,1203118,624,2023-05
LN00437,Ayaan Narayanan,Kolkata,Personal Loan,1007238,12.38,24,2023-05-26,Closed,3492,1178320,556,2023-05
LN00438,Nachiket Nanda,Kolkata,Personal Loan,777975,12.04,12,2023-05-26,Closed,30882,59821,671,2023-05
LN00439,Nicholas Taneja,Hyderabad,Personal Loan,123523,10.97,6,2023-05-27,Closed,11811,1266317,560,2023-05
LN00440,Chandani Gole,Hyderabad,Personal Loan,1193052,15.37,6,2023-05-27,Active,30808,249265,764,2023-05
LN00441,Daksh Jani,Hyderabad,Gold Loan,1332417,13.21,6,2023-05-27,Closed,27272,437651,828,2023-05
LN00442,Lila Gokhale,Kolkata,Personal Loan,853451,9.27,36,2023-05-28,Closed,31399,1446321,577,2023-05
LN00443,Tara Boase,Chennai,Gold Loan,1079225,10.59,36,2023-05-28,Defaulted,9474,1262703,784,2023-05
LN00444,Tanvi Varma,Kolkata,Business Loan,920045,14.99,12,2023-05-28,Closed,29956,274336,575,2023-05
LN00445,Mitesh Kadakia,Hyderabad,Business Loan,272866,9.22,24,2023-05-29,Closed,45506,1384822,603,2023-05
LN00446,Ekalinga Mishra,Kolkata,Business Loan,1185248,16.59,12,2023-05-29,NPA,16979,203834,578,2023-05
LN00447,Sarthak Thaman,Bhubaneswar,Gold Loan,1443470,13.2,18,2023-05-29,Active,47523,1135371,713,2023-05
LN00448,Zayan Badal,Hyderabad,Gold Loan,78251,13.07,6,2023-05-30,Closed,45565,1213735,819,2023-05
LN00449,Rachana Kurian,Bhubaneswar,Gold Loan,1473286,14.13,6,2023-05-30,NPA,31328,328821,584,2023-05
LN00450,Samesh Prabhu,Bhubaneswar,Personal Loan,1130793,16.33,6,2023-05-30,Defaulted,15867,659987,835,2023-05
LN00451,Gaurika Dhar,Mumbai,Personal Loan,1106884,11.8,12,2023-05-31,NPA,28851,243877,822,2023-05
LN00452,Mason Barad,Chennai,Personal Loan,1366669,14.94,12,2023-05-31,Active,34279,1247874,757,2023-05
LN00453,Udyati Tailor,Chennai,Personal Loan,233062,13.87,6,2023-05-31,Closed,33527,920759,787,2023-05
LN00454,Lajita De,Bhubaneswar,Gold Loan,444366,11.04,12,2023-06-01,Closed,10866,136285,642,2023-06
LN00455,Ronith Deep,Chennai,Business Loan,794840,16.85,36,2023-06-01,Closed,18449,1150988,722,2023-06
LN00456,Urishilla Kata,Bhubaneswar,Gold Loan,150235,16.08,36,2023-06-01,NPA,13685,116545,628,2023-06
